entrada, t_insertion, t_merge
61560, 3218748, 12488
61610, 3212053, 12577
61660, 3208283, 12721
61710, 3235127, 12660
61760, 3181997, 12685
61810, 3302900, 12876
61860, 3390803, 12934
61910, 3291222, 12621
61960, 3284240, 13503
62010, 3406389, 12829
62060, 3398250, 12776
62110, 3299330, 13320
62160, 3627965, 12750
62210, 3554112, 13211
62260, 3358007, 12648
62310, 3324569, 12851
62360, 3243745, 13187
62410, 3275054, 12777
62460, 3309491, 12767
62510, 3283360, 12871
62560, 3313769, 12894
62610, 3299715, 13029
62660, 3322117, 13131
62710, 3296471, 12965
62760, 3302427, 14202
62810, 3324556, 12891
62860, 3487170, 13137
62910, 3684167, 13392
62960, 3311774, 12732
63010, 3303402, 12909
63060, 3372802, 12912
63110, 3336712, 13102
63160, 3353689, 12767
63210, 3335693, 12836
63260, 3319853, 13305
63310, 3684387, 12921
63360, 3413140, 12893
63410, 3626040, 13206
63460, 3402261, 13136
63510, 3470949, 14281
63560, 3407322, 12943
63610, 3504307, 13047
63660, 3481914, 13158
63710, 3450687, 13326
63760, 3443425, 13258
63810, 3489930, 13112
63860, 3499495, 13079
63910, 3474061, 13599
63960, 3485607, 12925
64010, 3489539, 13126
64060, 3498262, 13098
64110, 3463079, 13889
64160, 3492750, 13259
64210, 3694272, 15252
64260, 3934953, 13038
64310, 3437496, 13028
64360, 3477866, 13467
64410, 3489309, 13062
64460, 3462095, 13018
64510, 3471892, 13359
64560, 3435855, 13252
64610, 3487597, 13727
64660, 3505340, 13254
64710, 3483935, 14463
64760, 3473904, 13845
64810, 3682523, 13232
64860, 3538188, 13325
64910, 3550325, 13129
64960, 3525899, 13526
65010, 3565326, 13317
65060, 3520600, 13270
65110, 3515287, 13447
65160, 3533920, 13449
65210, 3497199, 13252
65260, 3611100, 13167
65310, 3581196, 13475
65360, 3622922, 13367
65410, 3605236, 13336
65460, 3592547, 13518
65510, 3578213, 13328
65560, 3548202, 13262
65610, 3566531, 13352
65660, 3575520, 13361
65710, 3615603, 13348
65760, 3591205, 13421
65810, 3598760, 13487
65860, 3581560, 13427
65910, 3607305, 13585
65960, 3658785, 13579
66010, 3697880, 13479
66060, 3831931, 13502
66110, 3585922, 13486
66160, 3591763, 13554
66210, 3610921, 13428
66260, 3622751, 13450
66310, 3615800, 13712
66360, 3619096, 13470
66410, 3820603, 13847
66460, 3660014, 13528
66510, 3686203, 13586
66560, 3680629, 13642
66610, 3665860, 13758
66660, 3661222, 15447
66710, 3650178, 13574
66760, 3673139, 13671
66810, 3721853, 13651
66860, 3708371, 13681
66910, 3715717, 13817
66960, 3704956, 13822
67010, 3726785, 14746
67060, 3756965, 13698
67110, 3772594, 13832
67160, 3723507, 13684
67210, 3758084, 14841
67260, 3743661, 13917
67310, 3996723, 13794
67360, 3759891, 13853
67410, 3798979, 14038
67460, 3778952, 14030
67510, 3822462, 13849
67560, 3799846, 14029
67610, 3806476, 14103
67660, 3786834, 14231
67710, 3789885, 14157
67760, 3834426, 14326
67810, 3825370, 13993
67860, 3795552, 13915
67910, 3817689, 13907
67960, 3846923, 14013
68010, 3878728, 14027
68060, 3867115, 14038
68110, 3816246, 14015
68160, 3854438, 14039
68210, 3857313, 14071
68260, 3831227, 13944
68310, 3887704, 14058
68360, 4025334, 15491
68410, 3991581, 16804
68460, 4402393, 15750
68510, 4060865, 14379
68560, 3898978, 15822
68610, 3896550, 14028
68660, 3950489, 14370
68710, 3973618, 14221
68760, 3956707, 14096
68810, 3943176, 14463
68860, 3947262, 14038
68910, 3999060, 14383
68960, 3987330, 14369
69010, 3949377, 14274
69060, 3964649, 14174
69110, 3947148, 14170
69160, 3940236, 14442
69210, 3968057, 14117
69260, 4024992, 14266
69310, 4022250, 14256
69360, 3963014, 14253
69410, 3990131, 14377
69460, 3992808, 14367
69510, 3995796, 14371
69560, 4181633, 14394
69610, 4025757, 14411
69660, 4000883, 14371
69710, 4036703, 14614
69760, 4054609, 14236
69810, 4116803, 14271
69860, 4056958, 14328
69910, 4011544, 14366
69960, 4023754, 15934
70010, 4061368, 14415
70060, 4061993, 14299
70110, 4019089, 14451
70160, 4078005, 14487
70210, 4062564, 14638
70260, 4078522, 14639
70310, 4097592, 18923
70360, 4108617, 14413
70410, 4166314, 14644
70460, 4170767, 31613
70510, 4122724, 14558
70560, 4121121, 14638
70610, 4207875, 14655
70660, 4150242, 14729
70710, 4140152, 14756
70760, 4115810, 14498
70810, 4385834, 14588
70860, 4158623, 14840
70910, 4512207, 15587
70960, 5158392, 14795
71010, 4433401, 14739
71060, 4266555, 14653
71110, 4283538, 14877
71160, 4246385, 14832
71210, 4199655, 14808
71260, 4217410, 14837
71310, 4227915, 15350
71360, 4231295, 14982
71410, 4275323, 14742
71460, 4317509, 15016
71510, 4268699, 14931
71560, 4249818, 14904
71610, 4308741, 15005
71660, 4291234, 14698
71710, 4377314, 14902
71760, 4299216, 15000
71810, 4341531, 14960
71860, 4325595, 15189
71910, 4529268, 15033
71960, 4321572, 14961
72010, 4375127, 14915
72060, 4356905, 14828
72110, 4360376, 15524
72160, 4354853, 15005
72210, 4347858, 15030
72260, 4374663, 14818
72310, 4417913, 15054
72360, 4402501, 14931
72410, 4356907, 14932
72460, 4387011, 15122
72510, 4358923, 15024
72560, 4367747, 14994
72610, 4391090, 14849
72660, 4390519, 15035
72710, 4477981, 15115
72760, 4430555, 15084
72810, 4435875, 15060
72860, 4381636, 15060
72910, 4588465, 15153
72960, 4401055, 15237
73010, 4462242, 15414
73060, 4452406, 15101
73110, 4480655, 15000
73160, 4465946, 15222
73210, 4479505, 15470
73260, 4555316, 15120
73310, 4451834, 15095
73360, 4441323, 15080
73410, 4505638, 15223
73460, 5005066, 16908
73510, 5271493, 15388
73560, 4858258, 15854
73610, 4745350, 23932
73660, 4633652, 16087
73710, 4943793, 17012
73760, 4608712, 15326
73810, 4560376, 15233
73860, 4536515, 15578
73910, 4730235, 15389
73960, 4536922, 15416
74010, 4578544, 15301
74060, 4613872, 15757
74110, 4589282, 15298
74160, 4549581, 15145
74210, 4617336, 15281
74260, 4583646, 15495
74310, 4674697, 15471
74360, 4606160, 15232
74410, 4607800, 15645
74460, 4613755, 15304
74510, 4661674, 15446
74560, 4617885, 15307
74610, 4631001, 15437
74660, 4657934, 15377
74710, 4651078, 15394
74760, 4650211, 17025
74810, 4655236, 16160
74860, 5303306, 17937
74910, 4773299, 15363
74960, 4736969, 15711
75010, 4701588, 15431
75060, 4709055, 15477
75110, 4689797, 15559
75160, 4750494, 15643
75210, 4717075, 15560
75260, 4732524, 15694
75310, 4742888, 15697
75360, 4737202, 15717
75410, 4749350, 15597
75460, 4727430, 15572
75510, 4792124, 15650
75560, 4822909, 15516
75610, 4779870, 15855
75660, 4853154, 15871
75710, 4801723, 16116
75760, 4759985, 16299
75810, 4977349, 16688
75860, 4797872, 15816
75910, 4864094, 15970
75960, 4797402, 15700
76010, 4972291, 15632
76060, 4814571, 15879
76110, 4869785, 15919
76160, 4773733, 15917
76210, 4839658, 15616
76260, 4890340, 15909
76310, 4838282, 15813
76360, 4901258, 15732
76410, 4857272, 15873
76460, 4876172, 15740
76510, 4930591, 15847
76560, 4867237, 16323
76610, 4951612, 15951
76660, 4926313, 15742
76710, 5060531, 15818
76760, 4922115, 16021
76810, 4946526, 16102
76860, 5104284, 17475
76910, 5128649, 18142
76960, 5188366, 23616
77010, 5050268, 16051
77060, 4964662, 16080
77110, 5010795, 15955
77160, 5024627, 16000
77210, 4948180, 16232
77260, 4931998, 15984
77310, 4993673, 16079
77360, 4956969, 16314
77410, 4980131, 16113
77460, 5001073, 16167
77510, 4968288, 15949
77560, 5199463, 16077
77610, 5011317, 16035
77660, 4972226, 16268
77710, 5004015, 16250
77760, 5024615, 16069
77810, 5046452, 15948
77860, 5063621, 16381
77910, 5051047, 15952
77960, 5032385, 16148
78010, 5184469, 16325
78060, 5094285, 16116
78110, 5027995, 16201
78160, 5068196, 16068
78210, 5055947, 16280
78260, 5087850, 16142
78310, 5138960, 16290
78360, 5110922, 16689
78410, 5112461, 16255
78460, 5103024, 16144
78510, 5147355, 16481
78560, 5133550, 33723
78610, 5150295, 16273
78660, 5123062, 16471
78710, 5167127, 16257
78760, 5352695, 16616
78810, 5197580, 16508
78860, 5195923, 16326
78910, 5205262, 16473
78960, 5177834, 16473
79010, 5250934, 16274
79060, 5192324, 16561
79110, 5189928, 16825
79160, 5182090, 16567
79210, 5225930, 16463
79260, 5283693, 16485
79310, 5218518, 16705
79360, 5231395, 16613
79410, 5230619, 16477
79460, 5295910, 16407
79510, 5264073, 16466
79560, 5271361, 16376
79610, 5539355, 16614
79660, 5327539, 16628
79710, 5268580, 16682
79760, 5300920, 16574
79810, 5323725, 16454
79860, 5328909, 16699
79910, 5349420, 16535
79960, 5318255, 16534
80010, 5305867, 16524
80060, 5378449, 16627
80110, 5415748, 16828
80160, 5380895, 16683
80210, 5334812, 16618
80260, 5339603, 16716
80310, 5336420, 16913
80360, 5404114, 16737
80410, 5573943, 16813
80460, 5379730, 16661
80510, 5351130, 16611
80560, 5383128, 16825
80610, 5389008, 16683
80660, 5395790, 16584
80710, 5391269, 16731
80760, 5401073, 16787
80810, 5424386, 16672
80860, 5413529, 16675
80910, 5406954, 16800
80960, 5478651, 16571
81010, 5457301, 16588
81060, 5461861, 16818
81110, 5418377, 16811
81160, 5438238, 16895
81210, 5635338, 16820
81260, 5554816, 16778
81310, 5556326, 16963
81360, 5486640, 16761
81410, 5497933, 16875
81460, 5501033, 16813
81510, 5484250, 16846
81560, 5564398, 16920
81610, 5565035, 16673
81660, 5603514, 16800
81710, 5533590, 16703
81760, 5613723, 16885
81810, 5638905, 16787
81860, 5609049, 16912
81910, 5601368, 16979
81960, 5644166, 16812
82010, 5772102, 16660
82060, 5554341, 16929
82110, 5549835, 16891
82160, 5589186, 16789
82210, 5607897, 16835
82260, 5611430, 16937
82310, 5642476, 17108
82360, 5597255, 17016
82410, 5614544, 17015
82460, 5620303, 17072
82510, 5628033, 17035
82560, 5665055, 17116
82610, 5666064, 16995
82660, 5670563, 16918
82710, 5639515, 17165
82760, 5675895, 16898
82810, 5689245, 17207
82860, 5691596, 17141
82910, 5878267, 18279
82960, 5700669, 17261
83010, 5738543, 17146
83060, 5743879, 17155
83110, 5703380, 17254
83160, 5722052, 17217
83210, 5731388, 17524
83260, 5768039, 17258
83310, 5779056, 17339
83360, 5760051, 17178
83410, 5758832, 17239
83460, 5930098, 17969
83510, 5772842, 17311
83560, 5840680, 17523
83610, 5932721, 26463
83660, 5884361, 17438
83710, 5762932, 17242
83760, 5817907, 17481
83810, 5838535, 17731
83860, 5819268, 17621
83910, 5880444, 17452
83960, 5849994, 17493
84010, 5875234, 17462
84060, 5999520, 17329
84110, 5925742, 17454
84160, 5874660, 17718
84210, 5865551, 17437
84260, 5841392, 17548
84310, 6003332, 17560
84360, 5902601, 17522
84410, 6075302, 17602
84460, 5912163, 17683
84510, 5943912, 17654
84560, 5913797, 17817
84610, 5989415, 17642
84660, 5977676, 17848
84710, 5996336, 19005
84760, 6015821, 17618
84810, 5985579, 17722
84860, 5942074, 18969
84910, 6001474, 17517
84960, 5960576, 17769
85010, 6052545, 17621
85060, 6231963, 17608
85110, 5961570, 17668
85160, 6007910, 17959
85210, 6028961, 17837
85260, 6003609, 17725
85310, 6005731, 17814
85360, 6002691, 17767
85410, 6048767, 17769
85460, 6142563, 17762
85510, 6153921, 18098
85560, 6045254, 17803
85610, 6128834, 18991
85660, 6072247, 17696
85710, 6063782, 17963
85760, 6302425, 17952
85810, 6164188, 18183
85860, 6156015, 17835
85910, 6273451, 18058
85960, 6131903, 17830
86010, 6118731, 17765
86060, 6164504, 17922
86110, 6143807, 23800
86160, 6184210, 18124
86210, 6167993, 18123
86260, 6152115, 17928
86310, 6270286, 17929
86360, 6250721, 18005
86410, 6237994, 17852
86460, 6479963, 17908
86510, 6231896, 18171
86560, 6234754, 18158
86610, 6217029, 18118
86660, 6223804, 18412
86710, 6235065, 18005
86760, 6286063, 18171
86810, 6270494, 18026
86860, 6284777, 18015
86910, 6254098, 18571
86960, 6305014, 18104
87010, 6320659, 18462
87060, 6259096, 18292
87110, 6406879, 18019
87160, 6304818, 18080
87210, 6475316, 18406
87260, 6327477, 18030
87310, 6301703, 18242
87360, 6319493, 18256
87410, 6355430, 18377
87460, 6325216, 18416
87510, 6378810, 18374
87560, 6383202, 18413
87610, 6371446, 18475
87660, 6364389, 18158
87710, 6351468, 18406
87760, 6456008, 18361
87810, 6396906, 18404
87860, 6425181, 18468
87910, 6692547, 19855
87960, 6431724, 18394
88010, 6534057, 19986
88060, 6446968, 18357
88110, 6473917, 18291
88160, 6445762, 18371
88210, 6463578, 18532
88260, 6477210, 18433
88310, 6552005, 18785
88360, 6588902, 18455
88410, 6496852, 18380
88460, 6476153, 18483
88510, 6546574, 18839
88560, 6549717, 18517
88610, 6663906, 18500
88660, 6564637, 18679
88710, 6595738, 18554
88760, 6555248, 18466
88810, 6503409, 18869
88860, 6577678, 19590
88910, 6590590, 18394
88960, 6560351, 18439
89010, 6605136, 18544
89060, 6635240, 19771
89110, 6689107, 18887
89160, 6618105, 18874
89210, 6632375, 18638
89260, 6654865, 18730
89310, 6774063, 18754
89360, 6639384, 18592
89410, 6624031, 18615
89460, 6635187, 18548
89510, 6610794, 18850
89560, 6637354, 18670
89610, 6645352, 18709
89660, 6701657, 18748
89710, 6639264, 18981
89760, 6740067, 18734
89810, 6688965, 18758
89860, 6708911, 19116
89910, 6682527, 18992
89960, 6883819, 18753
90010, 6711531, 18942
90060, 6728743, 18782
90110, 6725244, 18994
90160, 6707892, 18774
90210, 6772329, 19044
90260, 6738075, 18635
90310, 6757013, 19067
90360, 6742256, 19059
90410, 6765288, 18857
90460, 6792046, 18889
90510, 6821754, 18915
90560, 6795153, 19143
90610, 8183096, 22433
90660, 8314335, 22763
90710, 7503193, 19189
90760, 6844829, 19306
90810, 7116792, 19358
90860, 7008120, 19147
90910, 6892013, 19011
90960, 6871244, 19075
91010, 6853066, 18878
91060, 7046604, 19188
91110, 6887077, 18999
91160, 6910193, 19079
91210, 6928658, 19074
91260, 7021428, 19093
91310, 6926229, 20163
91360, 6972162, 19034
91410, 7000947, 18999
91460, 7045256, 19519
91510, 6964911, 20638
91560, 7020651, 19024
91610, 7021792, 19124
91660, 7076449, 19358
91710, 7043929, 19171
91760, 7219646, 19260
91810, 7038669, 19595
91860, 7044527, 19140
91910, 7090517, 19188
91960, 7021811, 19237
92010, 7096839, 19268
92060, 7035207, 19890
92110, 7112146, 19249
92160, 7050108, 19297
92210, 7066100, 19496
92260, 7130665, 19321
92310, 7093939, 19446
92360, 7092306, 19404
92410, 7266345, 19316
92460, 7471862, 19253
92510, 7093473, 19177
92560, 7219501, 19349
92610, 7135390, 19375
92660, 7093965, 19505
92710, 7194513, 19293
92760, 7116662, 20103
92810, 7149927, 19475
92860, 7499513, 20005
92910, 7580998, 21041
92960, 7152517, 19416
93010, 7196123, 19553
93060, 7235992, 19632
93110, 7408731, 19794
93160, 7226341, 19704
93210, 7226844, 19627
93260, 7174870, 19658
93310, 7201732, 19469
93360, 7300269, 20011
93410, 7216038, 19596
93460, 7241423, 19711
93510, 7347396, 19697
93560, 7258077, 19568
93610, 7258330, 19633
93660, 7243025, 19496
93710, 7393535, 19526
93760, 7279925, 19535
93810, 7270608, 19485
93860, 7270715, 19815
93910, 7290789, 19500
93960, 7319801, 19599
94010, 7368642, 19747
94060, 7300101, 19670
94110, 7334908, 19570
94160, 7316161, 19898
94210, 7382810, 19758
94260, 7361835, 20258
94310, 7437528, 19925
94360, 7363391, 19699
94410, 7394877, 20636
94460, 7379165, 19592
94510, 7641318, 19763
94560, 7379624, 19922
94610, 7403004, 19830
94660, 7471171, 19896
94710, 7412853, 20402
94760, 7479080, 19958
94810, 7396224, 19684
94860, 7464265, 19884
94910, 7531648, 19837
94960, 7405196, 20719
95010, 7477329, 19952
95060, 7525571, 19960
95110, 7557966, 30714
95160, 7563265, 19995
95210, 7466922, 19877
95260, 7496334, 20044
95310, 7540272, 20090
95360, 7514538, 19873
95410, 7532213, 19926
95460, 7525015, 19935
95510, 7524274, 20032
95560, 7656492, 19984
95610, 7571646, 20081
95660, 7618097, 20159
95710, 7688900, 20315
95760, 7847519, 20119
95810, 7635524, 20063
95860, 7571665, 19933
95910, 7584753, 20109
95960, 7630055, 20100
96010, 7686425, 20115
96060, 7655559, 19967
96110, 7635760, 20147
96160, 7693280, 20122
96210, 7620500, 20082
96260, 7685820, 20342
96310, 7676847, 29902
96360, 7944960, 22785
96410, 7681923, 20490
96460, 7718367, 20287
96510, 7787826, 20182
96560, 7743244, 20336
96610, 7745171, 20174
96660, 7805045, 20345
96710, 7778972, 20213
96760, 7749394, 20268
96810, 7746721, 20676
96860, 7731683, 20424
96910, 7932236, 20294
96960, 7852213, 20616
97010, 7810271, 20194
97060, 7868910, 20324
97110, 7798900, 20351
97160, 7817216, 20262
97210, 7816539, 20182
97260, 7918250, 20256
97310, 7850531, 20347
97360, 7852586, 20354
97410, 7832572, 20204
97460, 7835005, 20429
97510, 7843791, 20459
97560, 7854706, 20178
97610, 8042837, 20290
97660, 7898893, 20345
97710, 7935071, 20382
97760, 7930205, 20303
97810, 7980947, 22129
97860, 8014840, 20416
97910, 7929309, 20593
97960, 7961182, 20564
98010, 7974386, 20422
98060, 8011084, 20435
98110, 8116831, 23135
98160, 8189030, 21563
98210, 8055056, 20396
98260, 7993605, 20334
98310, 7983043, 20294
98360, 8029150, 20368
98410, 8057791, 20614
98460, 8095999, 20529
98510, 8068166, 20440
98560, 8058955, 20639
98610, 8192882, 21027
98660, 8220227, 20448
98710, 8019992, 20853
98760, 8050168, 20639
98810, 8141959, 20628
98860, 8233607, 20687
98910, 8169852, 20470
98960, 8107014, 21107
99010, 8132035, 21058
99060, 8105846, 20699
99110, 8093242, 21093
99160, 8137482, 20815
99210, 8436086, 20751
99260, 8108401, 20725
99310, 8134263, 20803
99360, 8182329, 21003
99410, 8175589, 21195
99460, 8295424, 20875
99510, 8183744, 20882
99560, 8184528, 20873
99610, 8234705, 21064
99660, 8232149, 20853
99710, 8440877, 20714
99760, 8244851, 20902
99810, 8284809, 20971
99860, 8313159, 20666
99910, 8390796, 20851
99960, 8295909, 21248
